"OV1002 Control Day1 2","OV1002 Control Day7 2","OV1002 Control Day14 2","Molecule"
0.46084497974755,0.362799798736235,0.323092837601702,"AKT1"
1.81979182294944,1.87652271004835,1.76388844147727,"AKT1"
1.88203046005302,1.95551779966921,1.81706813227642,"AKT1"
0.40187874058181,0.528233160937693,0.578999403149535,"BRCA1"
0.780771218716793,0.655459415711471,0.618619984767419,"BRCA1"
0.569424814613066,0.364427352341848,0.500077826572187,"BRCA1"
0.474824181223559,0.507598086920916,0.349784354266152,"BRCA1"
1.49366622612693,1.46197599515452,1.36630823615311,"CCNB1"
1.90153644431042,1.91177014971708,1.85436647673059,"CCND1"
1.91293499596677,1.94333626542805,1.9374104476485,"CDH1"
0.956735442490932,0.999100135661529,0.943637301990365,"CDK2"
1.74709962862897,1.78451669154547,1.64465820567162,"CDK2"
1.11688862957786,1.12441794460906,1.09127012545511,"CDKN1B"
1.16172968454495,1.11904866087673,1.13854284066135,"CDKN1B"
1.80129574768988,1.84308229583575,1.76167894220101,"CLDN7"
0.20807976928754,0.187466788727722,0.267043931359161,"CTNNB1"
0.11825938777175,0.1634937892761,0.262183465205459,"CTNNB1"
1.14259811598322,1.20067693014335,1.2848421846067,"CTNNB1"
1.00493600648087,1.11116404141839,1.18587616590497,"CTNNB1"
0.367762214982416,0.282547677268913,0.410723176264391,"CTNNB1"
0.133220057333096,0.0887331479915436,0.131590793489134,"CTNNB1"
0.27251632419227,0.232985357548377,0.179138074544197,"CTNNB1"
0.606174933422482,0.607180827718695,0.614345690017521,"EGFR"
0.202468532849769,0.0712530571385437,0.0563625590549793,"EGFR"
0.149132330677257,0.0918945976666624,0.0435116028039827,"EGFR"
0.538933800551108,0.542964797487048,0.536419892687777,"EGFR"
0.0541298288614219,0.221299890431178,0.26590931203197,"ERBB2"
-0.0662807646713297,0.21920838058606,0.0186122873015071,"ERBB2"
1.76014186921964,1.77805231833429,1.69657161558403,"ERBB2"
0.548692841434413,0.610498166338237,0.533970598476694,"ERBB3"
1.70762127962968,1.76277989819587,1.66764212451275,"ERBB3"
0.294798891341033,0.220966900923485,0.221416026070235,"ERBB3"
0.343029067389928,0.419117430196882,0.45611279954737,"ERCC1"
0.610610683894723,0.77981870005029,0.604673217292193,"ERCC1"
1.34547172636266,1.41994207427119,1.33468266521718,"ERCC1"
1.3112753361814,1.41740520514384,1.36062786829589,"ERCC1"
1.65974312046699,1.69123559839142,1.67962110132434,"ESR1"
0.641730531994851,0.693239219317979,0.68668646304442,"HIF1A"
0.88421865388932,0.855965537504828,0.93193092533503,"HIF1A"
1.16230623901758,0.936792986133926,1.05738348532999,"HIF1A"
1.84572435964719,1.73830320603389,2.0242643711106,"IGFBP3"
1.67933268871366,1.54690740551801,1.8957421101136,"IGFBP3"
0.254564965851431,0.270848312914915,0.239984192356502,"MAPK1"
0.658953924612891,0.595463305091192,0.643916424785038,"MAPK1"
0.648717769671965,0.658900699121422,0.681405633674618,"MAPK1"
1.08921300311918,1.0773362054185,0.995712861794851,"MET"
1.18207325375696,1.21863677980585,1.15415156743411,"MLH1"
0.655481280255125,0.551624653385198,0.629190209265398,"MSH2"
0.377109179822878,0.375255723212644,0.416000876589158,"MSH2"
1.73652329002654,1.76192982599759,1.66789418430153,"MSH6"
1.57963033178896,1.57515162612938,1.48701890486146,"MYC"
1.2097213816663,1.10668398572469,1.08704480108082,"MYC"
1.37735789277509,1.42286444680643,1.41447146784503,"NCOA3"
0.304555266720926,0.300089133627049,0.203940330582341,"NCOA3"
0.0989262517715488,0.0582681392255047,0.128659340151504,"PGR"
0.281247528070631,0.301611442553365,0.296544669635715,"PMS2"
1.01199165910959,1.00525111615191,1.06736904310611,"PMS2"
0.23617464875583,0.188213095668023,0.138514896649166,"PMS2"
1.13741999640562,1.13135765988728,1.16119599118177,"PTEN"
2.30785090212716,2.28689348046513,2.26773928526713,"RPS6"
2.2080985752392,2.16568111540455,2.1499795142878,"RPS6"
0.347012036032144,0.437354766092617,0.407467485676568,"SERPINE1"
1.80966704345635,1.72479397114725,1.92571698015237,"VIM"
1.69906930286451,1.57347576441434,1.76652194456821,"VIM"
